ticket_id,customer_id,ticket_date,ticket_category,resolution_time_hrs,satisfaction_score
4469,101751,2023-11-06,Refund,2.6,5
4470,104285,2024-04-29,Account,13.9,3
4471,100109,2023-01-21,Technical,41.14,4
4472,101495,2025-06-10,Technical,51.37,1
4473,100883,2025-05-09,Billing,21.1,2
4474,102928,2025-06-18,Refund,1.58,4
4475,100189,2024-01-01,Refund,53.23,1
4476,100964,2024-08-21,Billing,0.28,2
4477,100050,2024-03-01,Technical,13.7,3
4478,102145,2023-02-20,Billing,5.7,1
4479,104688,2023-03-10,Technical,2.11,1
4480,101518,2024-09-29,Refund,6.6,4
4481,102692,2024-11-16,Refund,6.82,2
4482,104762,2023-05-29,Account,36.4,2
4483,100457,2024-06-02,Refund,1.51,5
4484,103078,2023-12-10,Refund,2.31,3
4485,103309,2025-05-29,Technical,21.39,4
4486,104771,2024-04-26,Technical,12.26,2
4487,104996,2024-12-30,Refund,9.32,5
4488,103891,2024-05-06,Technical,31.01,1
4489,100992,2023-02-06,Account,2.83,5
4490,104509,2023-07-26,Technical,13.87,4
4491,102490,2025-05-08,Account,28.94,4
4492,104438,2025-04-15,Technical,8.7,4
4493,102986,2025-02-01,Refund,6.81,3
4494,101583,2024-01-04,Account,2.29,4
4495,102956,2024-11-21,Technical,2.15,5
4496,103366,2023-09-13,Account,2.53,5
4497,101699,2024-07-03,Technical,15.43,5
4498,103681,2024-05-16,Billing,5.71,5
4499,101723,2023-01-22,Account,38.29,4
4500,100465,2025-02-12,Billing,2.71,1
4501,104013,2023-07-30,Technical,37.18,2
4502,100040,2023-07-07,Technical,6.12,2
4503,100537,2024-06-18,Billing,33.36,1
4504,103608,2023-10-09,Technical,1.4,4
4505,102334,2023-10-23,Billing,10.84,3
4506,100459,2024-10-15,Refund,12.24,5
4507,100761,2023-02-01,Account,5.08,3
4508,102206,2024-01-05,Billing,0.81,2
4509,104883,2023-04-22,Account,10.87,5
4510,103447,2023-09-17,Account,10.14,5
4511,101452,2024-02-28,Technical,1.47,3
4512,104972,2023-01-11,Refund,18.84,2
4513,101319,2024-11-15,Refund,3.21,2
4514,104515,2023-01-08,Account,25.26,3
4515,101152,2024-10-23,Billing,0.22,5
4516,100608,2025-02-20,Refund,18.85,5
4517,100189,2023-10-06,Technical,12.51,4
4518,101320,2024-12-08,Account,8.96,1
4519,101302,2024-08-18,Refund,2.0,1
4520,101341,2025-06-06,Billing,6.5,5
4521,100438,2024-12-23,Account,9.52,4
4522,103529,2023-11-15,Technical,9.11,3
4523,103099,2024-10-24,Billing,21.35,2
4524,101205,2023-01-02,Billing,24.67,3
4525,102577,2024-03-02,Billing,5.56,3
4526,103648,2023-07-20,Account,50.17,4
4527,100633,2024-04-22,Technical,10.15,3
4528,104577,2023-06-27,Billing,15.59,5
4529,103865,2025-03-27,Account,2.81,5
4530,103778,2023-04-20,Technical,19.38,1
4531,103593,2024-09-04,Technical,3.62,2
4532,104001,2023-04-05,Account,1.7,1
4533,104728,2023-12-09,Account,10.4,3
4534,103291,2025-01-21,Billing,0.4,2
4535,103130,2024-09-12,Technical,3.05,5
4536,102376,2023-03-29,Refund,2.09,2
4537,104987,2025-02-18,Refund,31.8,1
4538,102840,2025-03-01,Billing,18.74,2
4539,102633,2023-05-28,Billing,5.51,1
4540,104933,2025-01-01,Account,1.77,2
4541,104067,2024-01-28,Technical,9.03,3
4542,104530,2023-12-24,Technical,3.91,2
4543,103020,2025-04-18,Refund,10.43,5
4544,104787,2023-10-05,Refund,10.82,4
4545,104644,2024-12-12,Technical,0.97,4
4546,103418,2023-05-31,Technical,10.18,5
4547,101618,2025-04-30,Account,11.47,4
4548,100640,2023-08-09,Billing,2.68,2
4549,103534,2023-08-21,Account,8.27,2
4550,102564,2023-08-17,Billing,3.69,4
4551,101241,2024-11-03,Billing,12.35,5
4552,101402,2024-07-20,Billing,28.29,1
4553,100155,2023-08-31,Billing,0.09,1
4554,100122,2023-11-17,Technical,4.15,1
4555,102746,2023-11-29,Refund,1.16,4
4556,102205,2024-12-06,Refund,4.72,2
4557,100642,2024-08-05,Technical,0.94,5
4558,101050,2024-06-14,Refund,3.27,5
4559,104901,2024-03-25,Billing,5.58,3
4560,101647,2023-11-12,Account,0.12,5
4561,103594,2024-12-11,Account,15.98,5
4562,102762,2023-03-11,Technical,19.63,1
4563,102072,2023-03-07,Technical,44.76,1
4564,103121,2023-03-09,Account,7.38,5
4565,104737,2023-11-22,Refund,19.31,1
4566,102231,2023-12-08,Refund,0.58,1
4567,103906,2023-04-28,Refund,7.86,5
4568,103602,2023-02-28,Refund,46.55,4
4569,100086,2023-07-05,Account,1.19,4
4570,103273,2024-03-05,Account,6.8,1
4571,104679,2023-03-11,Billing,2.01,1
4572,100567,2024-12-10,Account,5.82,2
4573,103586,2025-04-02,Billing,0.65,5
4574,100294,2023-03-29,Refund,40.8,2
4575,102134,2024-06-14,Billing,12.97,5
4576,101565,2024-05-12,Technical,8.64,4
4577,103705,2024-10-02,Billing,30.04,3
4578,101761,2024-03-10,Technical,29.92,2
4579,104606,2024-04-06,Refund,0.7,4
4580,104567,2023-06-05,Account,6.19,5
4581,104311,2024-01-14,Billing,1.91,1
4582,100619,2025-03-05,Technical,13.95,3
4583,100060,2024-06-16,Account,8.57,4
4584,100002,2024-10-17,Account,0.07,4
4585,101295,2024-10-21,Refund,1.97,1
4586,102551,2024-11-14,Billing,0.77,1
4587,103019,2023-04-08,Technical,3.15,5
4588,100408,2024-11-18,Refund,8.13,3
4589,104001,2024-02-23,Billing,10.75,2
4590,103864,2024-12-04,Billing,2.03,2
4591,100237,2023-04-20,Billing,2.39,4
4592,102873,2023-06-26,Account,8.46,1
4593,101491,2024-08-11,Technical,10.35,4
4594,102953,2025-03-19,Refund,2.32,1
4595,103065,2024-06-21,Account,16.48,3
4596,102812,2024-01-18,Technical,0.02,3
4597,103247,2023-04-15,Account,20.35,3
4598,101285,2024-09-01,Account,4.74,1
4599,101202,2024-12-26,Account,2.52,1
4600,102929,2023-01-19,Account,3.49,1
4601,101820,2024-10-31,Refund,8.48,2
4602,100500,2025-04-13,Technical,22.34,3
4603,104169,2024-08-09,Billing,3.04,2
4604,101484,2024-11-20,Account,14.12,5
4605,104378,2023-10-27,Refund,4.25,2
4606,100378,2023-05-27,Billing,14.66,2
4607,102742,2024-12-05,Account,2.5,3
4608,103301,2025-05-14,Refund,22.75,2
4609,101250,2024-09-02,Refund,42.69,1
4610,103849,2024-12-16,Account,4.15,4
4611,104564,2025-02-03,Technical,2.52,2
4612,102951,2023-09-25,Account,4.85,5
4613,100469,2023-10-13,Refund,3.24,3
4614,100934,2025-05-11,Account,23.67,3
4615,102487,2023-02-22,Billing,24.72,3
4616,100065,2024-08-24,Technical,6.75,4
4617,104419,2024-01-10,Technical,11.36,4
4618,101646,2025-02-23,Refund,31.25,2
4619,100287,2024-12-28,Billing,25.64,4
4620,100291,2025-02-16,Technical,19.6,1
4621,103399,2024-11-05,Technical,5.89,4
4622,102919,2023-06-27,Technical,11.62,5
4623,104593,2024-11-07,Technical,10.49,4
4624,101714,2024-06-14,Refund,13.08,4
4625,102528,2023-09-08,Account,0.64,2
4626,101330,2024-01-01,Account,19.0,5
4627,102760,2023-12-15,Account,12.38,4
4628,101675,2024-02-17,Account,1.12,5
4629,100454,2023-09-05,Account,5.63,5
4630,101897,2025-02-15,Technical,0.29,5
4631,100153,2025-01-26,Billing,3.68,5
4632,100590,2025-04-26,Account,11.4,2
4633,104354,2023-05-21,Account,9.63,1
4634,101902,2024-02-27,Account,6.61,3
4635,102133,2023-10-18,Refund,37.87,2
4636,102739,2024-11-01,Billing,8.54,4
4637,103844,2024-01-14,Account,57.35,3
4638,102206,2024-09-30,Technical,10.44,5
4639,104076,2025-04-24,Billing,5.05,3
4640,103587,2024-12-02,Billing,6.29,4
4641,101199,2024-11-09,Account,0.39,2
4642,101833,2024-01-29,Refund,5.44,4
4643,103838,2025-02-17,Refund,1.39,1
4644,103180,2024-11-17,Account,10.63,4
4645,100849,2025-04-20,Account,12.45,4
4646,100851,2024-12-22,Refund,6.1,2
4647,104586,2023-05-19,Refund,4.6,1
4648,103490,2024-05-26,Technical,8.35,4
4649,104116,2025-03-04,Billing,6.17,1
4650,101129,2025-04-24,Refund,41.94,5
4651,100892,2024-11-18,Billing,0.14,1
4652,104227,2024-12-10,Billing,12.36,3
4653,102253,2023-12-29,Billing,11.47,1
4654,102612,2024-11-16,Refund,14.32,2
4655,103038,2024-09-27,Billing,7.67,3
4656,104361,2024-04-21,Billing,0.29,2
4657,102435,2025-04-04,Billing,32.92,2
4658,101688,2023-12-31,Account,5.03,5
4659,103170,2023-06-22,Technical,5.23,2
4660,104272,2023-11-10,Technical,12.1,4
4661,100585,2023-12-18,Billing,8.23,5
4662,100776,2024-11-09,Refund,19.5,2
4663,101623,2023-01-24,Billing,3.82,5
4664,104398,2024-11-22,Refund,21.34,4
4665,101903,2024-11-27,Refund,15.23,2
4666,104373,2023-01-17,Account,2.31,4
4667,100268,2024-12-08,Technical,4.85,4
4668,102892,2024-01-30,Billing,6.59,4
4669,102547,2023-08-28,Technical,4.25,4
4670,104166,2024-01-17,Billing,13.92,5
4671,102255,2024-04-20,Account,15.22,5
4672,104056,2024-06-10,Technical,0.47,5
4673,104330,2023-09-02,Billing,5.28,3
4674,100593,2024-09-03,Billing,1.0,3
4675,103289,2023-01-04,Technical,3.05,1
4676,103511,2023-01-08,Refund,32.67,4
4677,103881,2025-05-11,Refund,4.71,5
4678,102132,2023-01-08,Account,7.1,2
4679,104133,2024-07-02,Technical,0.68,2
4680,103339,2023-05-07,Refund,7.19,5
4681,102525,2024-04-19,Refund,8.5,3
4682,104804,2025-04-09,Refund,27.94,3
4683,102225,2023-09-02,Account,2.56,3
4684,103546,2023-11-22,Account,1.76,2
4685,104194,2024-01-01,Billing,20.26,4
4686,104380,2024-05-31,Billing,32.1,5
4687,103902,2023-05-19,Billing,15.71,2
4688,104737,2024-03-23,Billing,5.57,1
4689,104922,2025-02-04,Account,8.91,3
4690,101945,2023-01-30,Account,1.59,4
4691,103003,2023-10-22,Technical,2.85,2
4692,103620,2023-11-13,Account,0.58,4
4693,102743,2025-06-11,Account,6.86,4
4694,102956,2023-04-09,Technical,17.51,3
4695,102516,2023-05-26,Billing,8.01,1
4696,104016,2023-01-30,Billing,0.32,2
4697,100300,2023-01-12,Account,7.72,3
4698,100229,2024-09-20,Billing,21.51,1
4699,103897,2023-05-18,Billing,33.01,5
4700,103090,2023-04-06,Refund,4.37,3
4701,100110,2023-07-04,Billing,6.54,2
4702,100640,2025-02-24,Refund,2.55,5
4703,101445,2025-04-03,Refund,7.92,5
4704,103810,2025-03-29,Billing,7.6,4
4705,104796,2024-01-05,Refund,33.09,3
4706,102305,2024-07-18,Refund,33.62,1
4707,104926,2023-07-30,Billing,8.2,2
4708,101372,2023-02-16,Technical,11.08,2
4709,104202,2023-07-17,Billing,2.72,2
4710,103503,2023-11-14,Account,2.73,5
4711,101517,2023-11-01,Technical,8.05,3
4712,102126,2024-12-04,Account,8.19,5
4713,102549,2023-06-18,Billing,43.17,1
4714,102524,2025-03-02,Account,42.97,4
4715,104355,2023-05-17,Refund,4.32,5
4716,102870,2024-10-22,Billing,50.21,2
4717,102840,2025-02-03,Account,41.93,3
4718,100723,2024-08-05,Technical,29.67,1
4719,100859,2024-03-24,Billing,5.31,5
4720,103045,2023-08-29,Account,4.1,2
4721,101903,2024-12-01,Account,25.04,1
4722,101284,2024-08-06,Technical,11.03,2
4723,100930,2025-02-02,Account,3.71,2
4724,101500,2024-02-11,Billing,20.05,3
4725,104771,2023-09-13,Technical,18.37,5
4726,102021,2023-12-09,Technical,22.98,2
4727,101377,2025-04-09,Technical,3.44,2
4728,103007,2024-07-02,Billing,7.94,3
4729,104518,2024-06-09,Refund,19.86,4
4730,101455,2024-05-24,Refund,8.71,4
4731,104272,2024-06-26,Technical,11.94,3
4732,104553,2025-02-03,Technical,5.7,5
4733,103176,2024-09-28,Technical,1.48,5
4734,104847,2025-05-20,Refund,29.14,4
4735,103086,2025-06-07,Technical,27.03,4
4736,100523,2025-02-02,Account,17.17,4
4737,102797,2023-04-26,Refund,16.91,1
4738,103432,2024-05-24,Refund,36.19,3
4739,100707,2023-07-18,Refund,26.21,4
4740,101154,2025-01-28,Billing,6.02,1
4741,100005,2024-12-17,Technical,4.28,1
4742,103516,2024-06-08,Billing,10.45,3
4743,100164,2023-05-12,Account,4.12,3
4744,103760,2023-08-20,Account,29.44,3
4745,100779,2024-08-24,Billing,8.27,5
4746,104113,2024-04-20,Billing,8.12,4
4747,101306,2023-05-23,Billing,42.85,4
4748,103350,2023-02-01,Refund,11.22,3
4749,101278,2024-02-13,Refund,3.11,5
4750,101856,2023-10-08,Account,3.43,1
4751,101363,2023-02-13,Account,5.46,2
4752,100026,2023-07-25,Billing,9.18,1
4753,100592,2024-06-20,Billing,5.3,2
4754,103108,2023-07-18,Account,28.39,5
4755,103763,2024-07-12,Account,14.37,1
4756,104902,2024-11-13,Account,36.36,1
4757,104465,2024-09-12,Billing,9.45,2
4758,102781,2024-04-13,Refund,15.12,3
4759,102738,2023-05-30,Billing,9.81,1
4760,104165,2024-10-30,Billing,13.4,2
4761,101614,2025-03-15,Billing,15.82,4
4762,103181,2023-07-22,Refund,0.99,3
4763,102442,2024-05-29,Technical,23.59,2
4764,100731,2025-06-14,Refund,6.74,3
4765,101624,2024-07-24,Refund,4.58,4
4766,101079,2023-11-02,Billing,6.86,1
4767,101770,2024-08-16,Refund,9.54,3
4768,101038,2024-03-17,Account,8.04,3
4769,103082,2024-02-02,Refund,24.01,1
4770,101795,2023-11-08,Technical,6.95,4
4771,104826,2023-03-24,Billing,9.42,1
4772,102075,2024-09-21,Refund,1.12,5
4773,104688,2023-09-10,Billing,5.31,5
4774,102401,2023-06-19,Billing,5.21,1
4775,102133,2023-10-07,Billing,34.22,1
4776,100243,2023-01-16,Billing,1.05,1
4777,101554,2023-02-12,Billing,22.59,1
4778,101817,2025-03-09,Billing,14.95,5
4779,100633,2025-04-17,Technical,7.15,1
4780,102238,2023-03-18,Billing,12.16,4
4781,104293,2025-01-22,Account,14.77,3
4782,102245,2024-04-16,Account,1.19,3
4783,101775,2023-04-21,Refund,16.93,4
4784,103767,2023-06-03,Refund,12.2,1
4785,102857,2024-12-17,Billing,4.62,2
4786,101925,2024-05-20,Technical,0.98,3
4787,103400,2024-08-17,Refund,19.9,4
4788,100625,2024-09-08,Refund,32.17,4
4789,101015,2024-10-19,Refund,4.11,2
4790,100357,2023-09-09,Technical,1.22,2
4791,102056,2025-03-20,Billing,3.42,3
4792,103583,2023-07-19,Refund,18.5,1
4793,102262,2024-12-09,Technical,0.73,4
4794,100290,2023-08-27,Refund,13.55,5
4795,102780,2024-04-01,Technical,0.55,4
4796,103098,2023-10-10,Technical,12.92,1
4797,103832,2024-10-16,Billing,33.7,3
4798,100506,2025-03-11,Billing,8.5,4
4799,100262,2023-06-04,Billing,8.97,3
4800,100153,2024-03-17,Account,10.78,1
4801,102014,2023-12-29,Billing,0.94,1
4802,102626,2024-02-27,Account,15.15,4
4803,103033,2023-03-02,Refund,8.83,2
4804,100813,2024-08-15,Billing,6.1,5
4805,100200,2023-08-18,Billing,5.18,3
4806,103865,2023-05-03,Refund,6.83,1
4807,100288,2023-04-17,Billing,47.57,1
4808,101422,2024-08-23,Billing,11.41,5
4809,100220,2024-11-25,Account,23.32,2
4810,102072,2024-11-23,Billing,0.44,1
4811,104633,2023-12-08,Technical,8.83,5
4812,103755,2023-08-22,Billing,24.45,3
4813,103269,2025-05-22,Refund,2.99,4
4814,104164,2024-02-11,Refund,7.02,1
4815,103617,2024-03-11,Account,1.4,3
4816,104952,2024-06-25,Technical,9.17,4
4817,104886,2024-05-03,Technical,2.94,2
4818,104020,2025-01-23,Technical,1.22,2
4819,101691,2024-12-27,Technical,2.19,2
4820,104860,2023-02-12,Billing,12.44,4
4821,103279,2023-10-10,Billing,34.66,2
4822,103028,2023-04-05,Billing,3.59,3
4823,101293,2023-11-19,Technical,12.42,5
4824,103056,2025-02-15,Refund,9.75,1
4825,100644,2023-03-17,Technical,5.91,4
4826,101065,2023-03-26,Account,20.43,2
4827,104344,2023-03-30,Refund,0.33,5
4828,102999,2024-07-28,Technical,0.06,4
4829,102304,2024-08-10,Account,0.29,5
4830,101231,2025-02-27,Billing,8.82,1
4831,102108,2023-06-10,Account,1.83,1
4832,102808,2023-04-22,Technical,13.16,4
4833,104637,2025-01-31,Account,20.9,4
4834,100536,2023-11-02,Account,9.0,5
4835,100952,2024-07-20,Billing,30.53,3
4836,101984,2023-11-10,Account,22.32,4
4837,103497,2024-04-06,Refund,2.81,3
4838,101594,2023-12-18,Technical,24.25,3
4839,100817,2023-06-30,Billing,29.08,2
4840,103794,2025-01-29,Refund,9.8,1
4841,102772,2023-11-05,Refund,7.64,1
4842,102135,2025-02-01,Billing,8.08,1
4843,101615,2024-12-28,Refund,13.55,1
4844,103391,2024-06-21,Technical,26.51,2
4845,102195,2023-05-02,Technical,48.44,1
4846,103287,2023-08-21,Refund,1.41,2
4847,100640,2024-04-07,Billing,8.09,1
4848,101297,2024-01-15,Technical,11.34,2
4849,102109,2024-01-23,Refund,19.91,4
4850,102594,2024-02-09,Account,6.71,4
4851,100736,2024-03-16,Account,1.14,4
4852,103209,2023-12-25,Technical,0.38,2
4853,104236,2024-02-10,Refund,15.68,5
4854,103944,2023-03-11,Technical,13.77,4
4855,101685,2024-06-25,Technical,3.49,1
4856,102450,2024-01-15,Account,1.09,2
4857,102847,2023-12-23,Technical,47.38,4
4858,100062,2023-12-13,Refund,16.24,4
4859,104778,2024-05-27,Billing,44.15,2
4860,102823,2024-02-06,Technical,1.53,3
4861,100455,2024-03-19,Refund,2.5,5
4862,101199,2025-04-27,Technical,14.6,1
4863,100664,2023-12-10,Technical,0.42,3
4864,101964,2023-05-19,Refund,25.51,3
4865,102893,2024-07-12,Technical,7.85,4
4866,104407,2025-04-22,Account,1.6,5
4867,100951,2024-12-14,Technical,13.6,4
4868,100959,2023-11-05,Refund,4.05,2
4869,102678,2025-01-20,Billing,5.0,2
4870,100079,2023-08-07,Technical,0.98,3
4871,103541,2024-03-13,Technical,11.8,2
4872,102369,2023-10-20,Account,5.15,5
4873,100923,2023-01-13,Technical,2.7,2
4874,103546,2025-02-12,Refund,1.77,4
4875,104215,2024-05-31,Billing,5.38,2
4876,102872,2025-06-07,Account,0.89,3
4877,100988,2024-11-16,Billing,11.01,1
4878,104316,2024-01-15,Technical,7.93,5
4879,100726,2023-01-31,Billing,4.4,1
4880,103112,2025-01-07,Technical,7.17,4
4881,101008,2023-08-01,Billing,0.59,1
4882,102883,2023-05-09,Technical,11.99,3
4883,103922,2023-07-19,Billing,19.22,5
4884,101405,2023-05-09,Billing,40.65,2
4885,101616,2024-01-18,Account,7.54,5
4886,102815,2024-06-14,Technical,5.86,5
4887,101084,2024-02-16,Account,5.47,3
4888,102576,2024-09-03,Billing,12.85,1
4889,102121,2024-07-04,Billing,4.04,3
4890,104591,2023-10-22,Refund,21.23,5
4891,104950,2025-05-26,Technical,32.25,2
4892,103977,2023-01-19,Billing,1.16,3
4893,104218,2025-01-26,Billing,0.87,1
4894,103213,2025-02-19,Account,20.04,4
4895,102770,2025-05-08,Refund,1.59,4
4896,102145,2024-02-26,Billing,7.67,1
4897,104833,2024-09-11,Billing,25.08,5
4898,101040,2023-01-14,Refund,3.51,4
4899,101416,2024-01-02,Technical,5.33,3
4900,101536,2023-05-17,Technical,0.33,2
4901,103725,2023-02-07,Technical,1.64,3
4902,104134,2023-09-22,Account,1.14,2
4903,104609,2023-04-11,Billing,11.83,5
4904,100844,2023-08-13,Billing,3.15,5
4905,102319,2023-10-10,Billing,6.11,1
4906,104756,2024-08-20,Refund,42.1,4
4907,101040,2024-12-28,Technical,22.52,5
4908,103823,2025-03-24,Refund,20.02,4
4909,104673,2025-01-19,Billing,3.4,2
4910,102374,2024-06-08,Refund,11.33,4
4911,101706,2024-03-20,Account,12.52,3
4912,101074,2024-05-30,Refund,23.67,5
4913,102625,2024-03-02,Technical,2.62,4
4914,102705,2024-05-08,Technical,12.98,3
4915,103743,2025-04-27,Refund,17.51,2
4916,104742,2024-04-02,Billing,17.2,1
4917,101391,2025-04-05,Refund,31.3,5
4918,103323,2024-09-18,Billing,9.74,5
4919,100258,2023-05-16,Account,0.94,5
4920,101614,2024-05-13,Billing,8.21,1
4921,103447,2023-06-02,Billing,20.83,3
4922,101574,2024-04-12,Account,7.62,1
4923,104571,2024-02-27,Refund,15.46,1
4924,102614,2025-04-19,Refund,7.45,3
4925,102905,2024-04-24,Billing,7.83,4
4926,102660,2023-07-21,Account,19.09,3
4927,102468,2024-02-16,Billing,4.24,2
4928,102974,2023-11-25,Technical,14.51,5
4929,101816,2023-08-27,Billing,9.82,3
4930,103503,2024-05-08,Technical,10.07,1
4931,103876,2023-05-16,Account,25.83,3
4932,100014,2023-04-14,Technical,0.56,3
4933,100131,2024-04-22,Billing,5.78,1
4934,101706,2023-02-06,Technical,9.72,1
4935,103947,2023-10-11,Technical,16.34,5
4936,101134,2024-11-04,Account,13.43,4
4937,100371,2023-04-09,Technical,4.53,3
4938,100926,2024-05-04,Technical,18.66,1
4939,103384,2023-07-23,Billing,0.1,2
4940,100389,2024-09-18,Technical,15.39,3
4941,103294,2024-08-10,Billing,30.77,3
4942,102214,2024-09-05,Account,10.86,3
4943,101956,2023-12-05,Refund,4.78,2
4944,101802,2024-08-28,Technical,3.92,4
4945,104062,2023-05-23,Billing,0.49,1
4946,101351,2024-05-24,Technical,34.26,1
4947,102440,2023-02-28,Refund,4.85,4
4948,104065,2024-04-14,Technical,0.76,2
4949,102417,2023-12-12,Billing,3.36,4
4950,100337,2024-07-21,Billing,10.49,5
4951,103596,2023-04-14,Billing,19.28,1
4952,100236,2025-06-14,Refund,26.74,3
4953,104895,2023-07-12,Billing,9.35,5
4954,101674,2023-12-03,Refund,17.35,5
4955,103704,2025-01-06,Billing,19.09,1
4956,100092,2025-04-23,Billing,16.71,3
4957,102202,2024-06-21,Technical,4.09,4
4958,104640,2024-12-10,Account,1.16,3
4959,102288,2023-09-30,Technical,7.68,3
4960,102627,2025-02-04,Billing,12.08,5
4961,104857,2023-06-14,Account,1.81,4
4962,103513,2023-09-04,Account,0.41,1
4963,100630,2024-03-21,Refund,2.68,3
4964,103339,2024-06-15,Technical,16.82,1
4965,104696,2023-11-11,Refund,4.02,2
4966,100022,2023-12-17,Billing,1.52,5
4967,103333,2024-08-30,Account,22.65,5
4968,101798,2024-03-14,Technical,6.06,2
4969,103018,2025-02-16,Account,5.6,5
4970,100791,2025-06-07,Billing,11.53,1
4971,103294,2025-04-27,Refund,9.84,3
4972,102986,2023-01-05,Technical,22.3,5
4973,100614,2023-12-21,Billing,27.64,3
4974,103860,2023-11-14,Technical,1.09,4
4975,100592,2023-09-09,Account,29.26,3
4976,102533,2023-05-23,Refund,18.87,2
4977,100164,2023-03-30,Billing,10.65,4
4978,104325,2025-04-19,Technical,12.15,2
4979,103312,2025-05-19,Technical,7.46,2
4980,101885,2024-07-06,Billing,10.53,3
4981,103565,2023-08-12,Account,18.34,4
4982,104511,2024-07-06,Technical,44.68,2
4983,101460,2025-01-30,Refund,16.54,3
4984,104341,2023-12-25,Technical,0.2,5
4985,104545,2025-03-20,Technical,19.4,3
4986,100251,2023-07-20,Refund,5.92,4
4987,104549,2024-12-05,Refund,1.5,1
4988,100849,2024-02-07,Technical,11.59,1
4989,103529,2023-10-19,Technical,4.51,1
4990,103890,2023-01-19,Billing,4.94,1
4991,104884,2024-11-19,Refund,38.58,3
4992,104135,2024-04-06,Billing,22.66,4
4993,100685,2024-04-23,Billing,12.14,4
4994,100932,2024-10-06,Technical,23.33,4
4995,100506,2025-04-21,Refund,10.84,2
4996,103476,2025-04-24,Technical,5.06,1
4997,100378,2023-01-11,Account,4.75,5
4998,103582,2024-11-12,Technical,24.81,2
4999,101419,2024-05-26,Technical,5.05,5
5000,103156,2023-06-11,Billing,11.53,1
5001,104511,2023-04-07,Billing,16.29,4
5002,102424,2024-02-18,Account,8.21,4
5003,104109,2024-05-03,Billing,19.52,3
5004,101118,2024-05-31,Technical,14.78,2
5005,104484,2023-07-19,Refund,10.3,1
5006,102810,2024-07-24,Account,20.15,4
5007,100932,2023-03-14,Refund,25.23,1
5008,104884,2024-10-09,Refund,2.55,3
5009,104685,2023-01-24,Account,0.96,2
5010,104320,2024-03-11,Refund,4.98,5
5011,100397,2024-02-29,Technical,15.67,1
5012,100592,2024-02-25,Account,11.03,5
5013,104517,2023-05-23,Refund,26.26,3
5014,101722,2024-02-18,Refund,5.26,4
5015,103465,2024-12-12,Billing,5.7,4
5016,100793,2025-05-04,Technical,15.07,2
5017,104730,2023-08-13,Billing,11.16,1
5018,103489,2024-03-27,Refund,1.36,2
5019,101612,2024-12-05,Billing,5.24,4
5020,103334,2023-08-25,Technical,0.01,4
5021,102736,2023-02-18,Billing,3.34,5
5022,104382,2025-01-12,Billing,1.82,3
5023,104871,2025-02-07,Account,44.09,2
5024,100465,2024-02-26,Refund,11.01,3
5025,104355,2024-06-02,Billing,14.61,5
5026,104712,2025-05-01,Refund,23.53,5
5027,102847,2025-05-01,Refund,26.97,1
5028,100637,2024-03-25,Billing,6.34,5
5029,102500,2024-05-07,Refund,9.88,5
5030,102892,2025-02-26,Technical,26.46,3
5031,103087,2025-04-30,Technical,15.7,2
5032,103028,2025-06-05,Billing,16.38,3
5033,103745,2023-10-10,Technical,37.13,1
5034,103103,2023-10-27,Account,16.77,1
5035,104826,2023-11-15,Billing,11.07,1
5036,102512,2024-03-10,Technical,7.19,1
5037,103358,2024-07-31,Refund,7.79,1
5038,103866,2023-12-15,Refund,0.61,5
5039,102290,2025-06-17,Billing,30.33,2
5040,104560,2024-03-19,Billing,21.11,4
5041,102398,2023-07-07,Account,16.91,4
5042,104767,2024-06-13,Account,19.73,4
5043,103171,2023-11-06,Refund,2.48,5
5044,100981,2024-06-07,Refund,47.56,2
5045,102222,2023-08-19,Technical,12.62,3
5046,100189,2024-04-14,Account,22.99,4
5047,102187,2023-05-06,Technical,11.42,5
5048,102097,2023-07-02,Technical,9.93,3
5049,102525,2024-09-23,Technical,2.61,4
5050,102260,2023-12-17,Billing,28.73,2
5051,101093,2025-03-08,Refund,0.22,2
5052,101005,2025-05-22,Billing,5.3,3
5053,102216,2024-11-24,Technical,5.69,4
5054,100520,2023-04-18,Technical,0.72,5
5055,100364,2024-10-30,Billing,17.21,3
5056,101417,2023-06-10,Billing,48.01,1
5057,103112,2024-12-17,Account,16.26,5
5058,101931,2023-06-07,Technical,12.71,3
5059,100484,2024-10-04,Billing,2.97,5
5060,102349,2023-04-07,Technical,12.87,5
5061,104762,2024-06-23,Refund,26.36,3
5062,104532,2023-06-26,Account,14.17,2
5063,104569,2024-12-02,Account,29.27,5
5064,100663,2023-01-21,Account,3.83,5
5065,102102,2024-02-27,Technical,3.6,4
5066,104166,2024-02-12,Refund,11.78,3
5067,104972,2025-04-03,Technical,19.05,5
5068,101791,2025-04-24,Billing,12.46,1
5069,100110,2023-10-28,Account,9.94,3
5070,103862,2024-03-22,Billing,3.97,5
5071,100213,2023-03-19,Refund,2.92,2
5072,104717,2025-05-26,Technical,16.33,3
5073,103715,2024-10-28,Refund,8.62,3
5074,103948,2025-01-20,Refund,1.05,4
5075,104231,2024-01-29,Technical,6.18,1
5076,103348,2023-11-28,Account,1.24,2
5077,102793,2024-12-16,Technical,9.29,2
5078,102803,2024-10-19,Account,24.36,2
5079,102180,2024-11-03,Billing,30.95,3
5080,101162,2023-03-05,Refund,33.31,5
